r	g	b	lstr
200	200	200	38261100_Arcanobacterium_pAP2_TetA33)
255	0	0	190895648_Rhizobium_pA_formyltetrahydrofolate_deformylase
255	0	0	225074884_Pasteurella_pB1005_SulII
255	0	0	225074885_Pasteurella_pB1005_StrA
255	0	0	225166732_Pasteurella_pB1006_TetO)
34	139	34	148240914_Bradyrhizobium_pBBta01_general_L-amino_acid_transport_ATP-bindin
34	139	34	148240920_Bradyrhizobium_pBBta01_RND_family_outer_membrane_copper/silver/dru
34	139	34	148240934_Bradyrhizobium_pBBta01_ABC_transporter_ATP-binding_protein
255	255	0	44004548_Bacillus_pBc10987_amino_acid_ABC_transporter
255	255	0	208742145_Bacillus_pBC210_ABC_transporter_related_protein
255	0	0	60677305_Clostridium_pBCNF5603_putative_ABC_transport_system_ATPase_component
255	0	0	60677317_Clostridium_pBCNF5603_chromosome_partitioning_related_protein
200	200	200	219372121_Vibrio_pBD146_dihydrofolate_reductase
255	0	0	33867067_Rhodococcus_pBD2_ParA_family_ATPase
255	0	0	190570343_Burkholderia_pBGF3_CheY1
255	0	0	42761413_Escherichia_pBHRK18_kanamycin_marker
255	0	0	42761418_Escherichia_pBHRK19_kanamycin_marker
255	0	0	225350701_Brachyspira_pBHWA1_NAD-dependent_epimerase/dehydratase
255	0	0	225350725_Brachyspira_pBHWA1_dTDP-glucose_4
255	255	0	182676845_Beijerinckia_pBIND01_type_I_secretion_system_ATPase
255	255	0	182676925_Beijerinckia_pBIND01_integral_membrane_sensor_signal_transductio
255	255	0	182676802_Beijerinckia_pBIND02_ABC_transporter_related
255	0	0	66968632_Spiroplasma_pBJS-O_Soj-like_protein
255	0	0	32455469_Lactococcus_pBL1_ATP-binding_protein
255	0	0	172064623_Burkholderia_pBMC401_ABC_transporter_related
255	0	0	172064773_Burkholderia_pBMC401_type_I_secretion_system_ATPase
255	0	0	161506504_Burkholderia_pBMUL01_hypothetical_protein
255	0	0	161506505_Burkholderia_pBMUL01_two_component_heavy_metal_respons
255	0	0	161506506_Burkholderia_pBMUL01_hypothetical_protein
255	0	0	161506614_Burkholderia_pBMUL01_hypothetical_protein
255	0	0	161506627_Burkholderia_pBMUL01_two_component_heavy_metal_respons
255	0	0	161506628_Burkholderia_pBMUL01_hypothetical_protein
255	0	0	116006741_Bordetella_pBP136_IncC1
255	0	0	116006742_Bordetella_pBP136_IncC2
34	139	34	186470400_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186470431_Burkholderia_pBPHY01_GAF_sensor_hybrid_histidine_kinase
34	139	34	186470432_Burkholderia_pBPHY01_histidine_kinase
34	139	34	186470479_Burkholderia_pBPHY01_multi-sensor_hybrid_histidine_kinase
34	139	34	186470607_Burkholderia_pBPHY01_two_component_LuxR_family_transcriptiona
34	139	34	186470668_Burkholderia_pBPHY01_major_facilitator_transporter
34	139	34	186470695_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186470705_Burkholderia_pBPHY01_formyltetrahydrofolate_deformylase
34	139	34	186470829_Burkholderia_pBPHY01_spermidine/putrescine_ABC_transporter_ATPas
34	139	34	186470868_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186470874_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186470974_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471004_Burkholderia_pBPHY01_two_component_transcriptional_regulator
34	139	34	186471009_Burkholderia_pBPHY01_beta-lactamase_domain-containing_protein
34	139	34	186471021_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471035_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471079_Burkholderia_pBPHY01_excinuclease_ABC
34	139	34	186471094_Burkholderia_pBPHY01_two_component_transcriptional_regulator
34	139	34	186471104_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471125_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471126_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471275_Burkholderia_pBPHY01_two_component_heavy_metal_respons
34	139	34	186471291_Burkholderia_pBPHY01_major_facilitator_transporter
34	139	34	186471295_Burkholderia_pBPHY01_major_facilitator_transporter
34	139	34	186471315_Burkholderia_pBPHY01_multi-sensor_signal_transduction_histidin
34	139	34	186471316_Burkholderia_pBPHY01_integral_membrane_sensor_hybrid_histidin
34	139	34	186471323_Burkholderia_pBPHY01_D-isomer_specific_2-hydroxyacid_dehydrogenas
34	139	34	186471338_Burkholderia_pBPHY01_spermidine/putrescine_ABC_transporter_ATPas
34	139	34	186471344_Burkholderia_pBPHY01_oligopeptide/dipeptide_ABC_transporter
34	139	34	186471386_Burkholderia_pBPHY01_spermidine/putrescine_ABC_transporter_ATPas
34	139	34	186471408_Burkholderia_pBPHY01_oligopeptide/dipeptide_ABC_transporter
34	139	34	186471409_Burkholderia_pBPHY01_oligopeptide/dipeptide_ABC_transporter
34	139	34	186471414_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471433_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471561_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471585_Burkholderia_pBPHY01_D-isomer_specific_2-hydroxyacid_dehydrogenas
34	139	34	186471609_Burkholderia_pBPHY01_glycine_betaine/L-proline_ABC_transporter
34	139	34	186471744_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471780_Burkholderia_pBPHY01_two_component_LuxR_family_transcriptiona
34	139	34	186471783_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186471795_Burkholderia_pBPHY01_spermidine/putrescine_ABC_transporter_ATPas
34	139	34	186471816_Burkholderia_pBPHY01_major_facilitator_transporter
34	139	34	186471959_Burkholderia_pBPHY01_ABC_transporter_related
34	139	34	186474484_Burkholderia_pBPHY02_ABC_transporter_related
34	139	34	186474522_Burkholderia_pBPHY02_ABC_transporter_related
34	139	34	186474641_Burkholderia_pBPHY02_ABC_transporter_related
34	139	34	186474669_Burkholderia_pBPHY02_multi-sensor_signal_transduction_histidin
34	139	34	186474681_Burkholderia_pBPHY02_NodS_family_protein
34	139	34	186474685_Burkholderia_pBPHY02_nodulation_ABC_transporter_NodI
34	139	34	186474755_Burkholderia_pBPHY02_spermidine/putrescine_ABC_transporter_ATPas
255	0	0	219718445_Borrelia_PBr_cp26_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	219723608_Borrelia_PBr_lp17_ABC_transporter
255	0	0	219872378_Borrelia_PBr_lp25_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	219872411_Borrelia_PBr_lp28-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	219872501_Borrelia_PBr_lp28-4_multidrug-efflux_transporter
255	0	0	219723517_Borrelia_PBr_lp28-7_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
34	139	34	114881106_Pseudomonas_pBS228_Beta_lactamase
34	139	34	114881111_Pseudomonas_pBS228_tetracycline_exporter_protein
34	139	34	114881167_Pseudomonas_pBS228_aminoglycoside_resistance_protein
34	139	34	114881168_Pseudomonas_pBS228_streptothricin_acetyltransferase
34	139	34	114881169_Pseudomonas_pBS228_type_I_dihydrofolate_reductase
34	139	34	114881191_Pseudomonas_pBS228_IncC_partitioning_protein
34	139	34	114881192_Pseudomonas_pBS228_IncC_partitioning_protein
255	0	0	161598637_Bacillus_pBtoxis_putative_ABC_transporter_ATP-binding_protein
255	255	0	134288197_Burkholderia_pBVIE01_ABC_transporter_related
255	255	0	134287657_Burkholderia_pBVIE02_two_component_LuxR_family_transcriptiona
255	255	0	134287658_Burkholderia_pBVIE02_integral_membrane_sensor_hybrid_histidin
255	255	0	134287672_Burkholderia_pBVIE02_hypothetical_protein
255	255	0	134287707_Burkholderia_pBVIE02_phosphonate_dehydrogenase
255	255	0	134287709_Burkholderia_pBVIE02_ABC_transporter_related
255	255	0	134287719_Burkholderia_pBVIE02_two_component_transcriptional_regulator
255	255	0	134287767_Burkholderia_pBVIE02_major_facilitator_transporter
255	255	0	134288065_Burkholderia_pBVIE03_ABC_transporter_related
255	255	0	134288070_Burkholderia_pBVIE03_hypothetical_protein
255	255	0	163943283_Bacillus_pBWB401_hexapaptide_repeat-containing_transferase
255	255	0	163943516_Bacillus_pBWB402_NAD-dependent_epimerase/dehydratase
255	0	0	190894276_Rhizobium_pB_nodulation_factor_exporter_subunit_NodI
255	0	0	190894277_Rhizobium_pB_methyltransferase_nodulation_protein
255	0	0	41056931_Escherichia_pC15-1a_hypothetical_protein
255	0	0	41056932_Escherichia_pC15-1a_hypothetical_protein
255	0	0	41056936_Escherichia_pC15-1a_TetA
255	0	0	41056941_Escherichia_pC15-1a_hypothetical_protein
200	200	200	187729633_Staphylococcus_pC194-like_chloramphenicol_acetyltransferase
255	0	0	10956142_Staphylococcus_pC194_hypothetical_protein
255	0	0	10956165_Staphylococcus_pC221_hypothetical_protein
255	0	0	211774472_Staphylococcus_pC221_hypothetical_protein
255	0	0	38639779_Staphylococcus_pC223_CAT
200	200	200	225166775_Clostridium_pC2C203U28_putative_ABC_transporter
200	200	200	225166797_Clostridium_pC2C203U28_putative_transcriptional_regurator
200	200	200	225166842_Clostridium_pC2C203U28_putative_ABC_transporter
0	0	255	153971718_Vibrio_pC4602-2_putative_RtxB
200	200	200	219857105_Pseudomonas_pCAR1.2_putative_ABC_transporter_subunit
200	200	200	219857106_Pseudomonas_pCAR1.2_putative_ABC_transporter_subunit
200	200	200	27228681_Pseudomonas_pCAR1_putative_ABC_transporter_subunit
200	200	200	27228682_Pseudomonas_pCAR1_putative_ABC_transporter_subunit
0	0	255	113473733_Sphingomonas_pCAR3_CzcA_protein
0	0	255	113473739_Sphingomonas_pCAR3_transposase
0	0	255	113473746_Sphingomonas_pCAR3_multidrug_resistance_protein_VceA
0	0	255	167621770_Caulobacter_pCAUL01_RND_family_efflux_transporter_MFP_subunit
0	0	255	167621771_Caulobacter_pCAUL01_hydrophobe/amphiphile_efflux-1_HAE1)_famil
0	0	255	167621772_Caulobacter_pCAUL01_RND_efflux_system_outer_membrane_lipoprotein
0	0	255	167621903_Caulobacter_pCAUL01_integral_membrane_sensor_hybrid_histidin
0	0	255	167621563_Caulobacter_pCAUL02_PAS/PAC_sensor_hybrid_histidine_kinase
0	0	255	167621590_Caulobacter_pCAUL02_response_regulator_receiver_protein
0	0	255	167621591_Caulobacter_pCAUL02_multi-sensor_hybrid_histidine_kinase
0	0	255	167621650_Caulobacter_pCAUL02_acriflavin_resistance_protein
255	0	0	51209433_Campylobacter_pCC31_teto
200	200	200	17233030_Nostoc_pCC7120alpha_ABC_transporter_ATP-binding_protein
200	200	200	17233085_Nostoc_pCC7120alpha_aminoglycoside_adenylyltransferase
200	200	200	17233141_Nostoc_pCC7120alpha_hypothetical_protein
200	200	200	17233234_Nostoc_pCC7120alpha_histidine_kinase-like_ATPase
200	200	200	17233311_Nostoc_pCC7120alpha_ABC_transporter_ATP-binding_protein
200	200	200	17233313_Nostoc_pCC7120alpha_ABC_transporter_ATP-binding_protein
200	200	200	62946412_Nostoc_pCC7120alpha_ABC_transporter_ATP-binding_protein
200	200	200	17158717_Nostoc_pCC7120beta_ParA_family_chromosome_partitioning_ATPase
200	200	200	17158719_Nostoc_pCC7120beta_two-component_sensor_histidine_kinase
200	200	200	17158720_Nostoc_pCC7120beta_two-component_response_regulator
200	200	200	17158741_Nostoc_pCC7120beta_two-component_sensor_histidine_kinase
200	200	200	17158742_Nostoc_pCC7120beta_two-component_response_regulator
200	200	200	17158753_Nostoc_pCC7120beta_cation_efflux_system_protein
200	200	200	17158754_Nostoc_pCC7120beta_cation_efflux_system_protein
200	200	200	17158759_Nostoc_pCC7120beta_hypothetical_protein
200	200	200	17158763_Nostoc_pCC7120beta_hypothetical_protein
200	200	200	17158767_Nostoc_pCC7120beta_cation_efflux_system_protein
200	200	200	17232935_Nostoc_pCC7120delta_ParA_family_chromosome_partitioning_ATPase
200	200	200	17227491_Nostoc_pCC7120epsilon_ParA_family_chromosome_partitioning_ATPase
200	200	200	17227380_Nostoc_pCC7120gamma_ParA_family_chromosome_partitioning_ATPase
200	200	200	17227461_Nostoc_pCC7120gamma_glycerate_dehydrogenase
200	200	200	17227464_Nostoc_pCC7120gamma_ATP-binding_protein_of_phosphonate_AB
200	200	200	89142215_Bibersteinia_pCCK13698_type_2_dihydropteroate_synthase
200	200	200	89142216_Bibersteinia_pCCK13698_chloramphenicol_acetyltransferase
200	200	200	89142217_Bibersteinia_pCCK13698_phenicol_exporter
255	0	0	209809837_Pasteurella_pCCK1900_dihydropteroate_synthase
255	0	0	209809838_Pasteurella_pCCK1900_streptomycin_phosphotransferase
255	0	0	209809839_Pasteurella_pCCK1900_streptomycin_phosphotransferase
255	0	0	209809841_Pasteurella_pCCK1900_phenicol_exporter
200	200	200	62945228_Mannheimia_pCCK3259_tetracycline_efflux_protein
255	0	0	63219717_Pasteurella_pCCK381_florfenicol-chloramphenicol_exporter
255	0	0	60328256_Pasteurella_pCCK647_aminoglycoside_resistance_protein
255	0	0	23577990_Corynebacterium_pCE3_putative_transport_atp-binding_protein
255	0	0	23577991_Corynebacterium_pCE3_putative_transcriptional_regulatory_protein
255	0	0	89898820_Chlamydophila_pCfe1_ParA_family_protein
34	139	34	228861762_Corynebacterium_pCG4_aminoglycoside_resistance_protein
34	139	34	32455551_Corynebacterium_pCG4_ethidium_bromide_resistance_protein_QacEdelta1
34	139	34	32455552_Corynebacterium_pCG4_dihydropteroate_synthase
255	0	0	222159146_Enterobacter_pCHE-A_beta-lactamase_GES-5
255	255	0	170783570_Arthrobacter_pChr15_CheY-like_response_regulator
0	0	255	10956076_Chlorobium_pCL1_hypothetical_protein
255	0	0	211909966_Neisseria_pCmGFP_chloramphenicol_acetyltransferase
200	200	200	190571929_Comamonas_pCNB_IncC2
255	0	0	83404805_Escherichia_pCoo_aminoglycoside_3'-phosphotransferase
255	0	0	15081480_Clostridium_pCP13_Soj_protein
255	0	0	15081487_Clostridium_pCP13_ABC_transporter
200	200	200	190571887_Zymomonas_pCP4.2_putative_plasmid_partitioning_ParA_famil
255	0	0	10957096_Chlamydophila_pCpA1_hypothetical_protein
255	0	0	86559586_Clostridium_pCPF4969_putative_response_regulator
255	0	0	86559588_Clostridium_pCPF4969_ATP-binding_protein
200	200	200	189016709_Clavibacter_pCSL1_ABC_transporter_ATP-binding_protein
255	0	0	228298850_Chlamydia_pCTB_putative_plasmid_partitioning_protein
200	200	200	27383434_Citrobacter_pCTX-M3_ES-beta-lactamase
200	200	200	27383504_Citrobacter_pCTX-M3_BlaTEM1
200	200	200	27383508_Citrobacter_pCTX-M3_hypothetical_protein
200	200	200	27383509_Citrobacter_pCTX-M3_aminoglycoside_acetyltransferase
200	200	200	27383512_Citrobacter_pCTX-M3_dihydrofolate_reductase
200	200	200	27383513_Citrobacter_pCTX-M3_aminoglycoside_resistance_protein
200	200	200	27383514_Citrobacter_pCTX-M3_dihydropteroate_synthase
200	200	200	27383520_Citrobacter_pCTX-M3_macrolide_efflux_protein
200	200	200	27383521_Citrobacter_pCTX-M3_hypothetical_protein
200	200	200	27383522_Citrobacter_pCTX-M3_hypothetical_protein
200	200	200	27383533_Citrobacter_pCTX-M3_remnants_of_quarternary_ammonium_compound
34	139	34	216967802_Klebsiella_pCTXM360_TEM_beta_lactamase
34	139	34	216967815_Klebsiella_pCTXM360_beta-lactamase_CTX-M3
255	0	0	194733775_Salmonella_pCVM19633_110_aminoglycoside_resistance_protein_A
255	0	0	194733784_Salmonella_pCVM19633_110_beta-lactamase_TEM
255	0	0	194733792_Salmonella_pCVM19633_110_transposase
255	0	0	194733794_Salmonella_pCVM19633_110_chloramphenicol_acetyltransferase_2
255	0	0	194733807_Salmonella_pCVM19633_110_quaternary_ammonium_compound-resistance_protei
255	0	0	194733848_Salmonella_pCVM19633_110_tetracycline_resistance_protein
255	0	0	194733859_Salmonella_pCVM19633_110_aminoglycoside_resistance_protein
255	0	0	194733865_Salmonella_pCVM19633_110_aminoglycoside_resistance_protein
255	0	0	194733893_Salmonella_pCVM19633_110_dihydropteroate_synthase_type-2
255	0	0	194447069_Salmonella_pCVM29188_101_quaternary_ammonium_compound-resistance_protei
255	0	0	194446863_Salmonella_pCVM29188_146_transposase
255	0	0	194446879_Salmonella_pCVM29188_146_aminoglycoside_resistance_protein_B
255	0	0	194446881_Salmonella_pCVM29188_146_aminoglycoside_resistance_protein_A
255	0	0	194446911_Salmonella_pCVM29188_146_tetracycline_resistance_protein
255	0	0	194446935_Salmonella_pCVM29188_146_macrolide_export_ATP-binding/permease_protei
255	0	0	190894436_Rhizobium_pC_probable_nitrate/sulfonate/bicarbonate_AB
255	0	0	190894449_Rhizobium_pC_probable_methyltransferase_protein
255	0	0	190894496_Rhizobium_pC_putative_fosmidomycin_antibiotic_resistenc
255	0	0	190894498_Rhizobium_pC_putative_ABC_transporter
255	0	0	190894599_Rhizobium_pC_putative_UDP-glucose_4-epimerase_protein
255	0	0	190894603_Rhizobium_pC_probable_acetyltransferase_protein
255	0	0	190894679_Rhizobium_pC_multidrug_efflux_transporter_protein
255	0	0	190894696_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190894716_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190894719_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190894778_Rhizobium_pC_glutamine_ABC_transporter
255	0	0	190894792_Rhizobium_pC_probable_two-component_sensor_histidin
255	0	0	190894793_Rhizobium_pC_probable_two-component_sensor_histidin
255	0	0	190894799_Rhizobium_pC_probable_iron_ABC_transporter
255	0	0	190894843_Rhizobium_pC_probable_ABC_transporter
255	0	0	190894846_Rhizobium_pC_probable_two-component_response_regulato
255	0	0	190894884_Rhizobium_pC_putative_transporter_protein
255	0	0	190894894_Rhizobium_pC_probable_oligopeptide_ABC_transporter
255	0	0	190894910_Rhizobium_pC_probable_glycine_betaine/L-proline_AB
255	0	0	190894929_Rhizobium_pC_probable_glycine_betaine/L-proline_AB
255	0	0	190894985_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190895013_Rhizobium_pC_nitrate_ABC_transporter
255	0	0	190895056_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190895139_Rhizobium_pC_probable_amino_acid_ABC_transporter
255	0	0	190895164_Rhizobium_pC_probable_toxin_secretion_ABC_transporter
255	0	0	190895176_Rhizobium_pC_putative_nucleoside-diphosphate-sugar_epimeras
255	0	0	190895314_Rhizobium_pC_plasmid_partitioning_protein_RepAc2
34	139	34	29171490_Pseudomonas_pDC3000A_ParaA_family_ATPase
0	0	255	159046228_Dinoroseobacter_pDSHI01_ABC_transporter_related
0	0	255	159046267_Dinoroseobacter_pDSHI01_ABC_transporter_related
0	0	255	159046311_Dinoroseobacter_pDSHI01_two_component_transcriptional_regulator
0	0	255	159046335_Dinoroseobacter_pDSHI02_oligopeptide/dipeptide_ABC_transporter
0	0	255	159046336_Dinoroseobacter_pDSHI02_oligopeptide/dipeptide_ABC_transporter
0	0	255	159046354_Dinoroseobacter_pDSHI02_beta-lactamase_domain-containing_protein
0	0	255	159046561_Dinoroseobacter_pDSHI03_cobyrinic_acid_ac-diamide_synthase
0	0	255	159046586_Dinoroseobacter_pDSHI03_two_component_transcriptional_regulator
0	0	255	159046633_Dinoroseobacter_pDSHI04_cobyrinic_acid_ac-diamide_synthase
0	0	255	159046644_Dinoroseobacter_pDSHI04_dTDP-glucose_4
0	0	255	159046672_Dinoroseobacter_pDSHI04_hexapaptide_repeat-containing_transferase
0	0	255	159046687_Dinoroseobacter_pDSHI05_ABC_transporter_related
0	0	255	159046709_Dinoroseobacter_pDSHI05_ABC_transporter_related
34	139	34	120586886_Desulfovibrio_pDVUL01_ABC_transporter_related
34	139	34	120586938_Desulfovibrio_pDVUL01_ABC_transporter_related
255	0	0	49489776_Staphylococcus_pE194_hypothetical_protein
255	0	0	215274579_Escherichia_pE2348-2_dihydropteroate_synthase
255	0	0	215274580_Escherichia_pE2348-2_streptomycin_phosphotransferase_StrA
255	0	0	215274581_Escherichia_pE2348-2_streptomycin_phosphotransferase_StrB
255	0	0	28373145_Clostridium_pE88_ABC_transporter_ATP-binding_protein
255	0	0	28373160_Clostridium_pE88_ABC_transporter_ATP-binding_protein
255	0	0	28373165_Clostridium_pE88_ABC_transporter_ATP-binding_protein
255	0	0	28373180_Clostridium_pE88_ABC_transporter_ATP-binding_protein
200	200	200	27228440_Erwinia_pEA2.8_beta_lactamase
255	0	0	226809987_Enterobacter_pEC-IMPQ_beta-lactamase_TEM-1
255	0	0	226810004_Enterobacter_pEC-IMPQ_TetA
255	0	0	226810017_Enterobacter_pEC-IMPQ_CatB3
255	0	0	226810018_Enterobacter_pEC-IMPQ_QacEdelta1
255	0	0	226810019_Enterobacter_pEC-IMPQ_Sul1
255	0	0	226810025_Enterobacter_pEC-IMPQ_StrB
255	0	0	226810059_Enterobacter_pEC-IMPQ_Aph
255	0	0	226810115_Enterobacter_pEC-IMPQ_CatA2
255	0	0	226810122_Enterobacter_pEC-IMPQ_BlaSHV-12
255	0	0	226810128_Enterobacter_pEC-IMPQ_Sul2
255	0	0	226810133_Enterobacter_pEC-IMPQ_Sul1
255	0	0	226810190_Enterobacter_pEC-IMPQ_Sul1
255	0	0	226807677_Enterobacter_pEC-IMP_beta-lactamase_TEM-1
255	0	0	226807693_Enterobacter_pEC-IMP_TetA
255	0	0	226807706_Enterobacter_pEC-IMP_CatB3
255	0	0	226807707_Enterobacter_pEC-IMP_QacEdelta1
255	0	0	226807708_Enterobacter_pEC-IMP_Sul1
255	0	0	226807745_Enterobacter_pEC-IMP_Aph
255	0	0	226807801_Enterobacter_pEC-IMP_CatA2
255	0	0	226807808_Enterobacter_pEC-IMP_BlaSHV-12
255	0	0	226807864_Enterobacter_pEC-IMP_Sul1
255	0	0	226807869_Enterobacter_pEC-IMP_Sul2
255	0	0	226807876_Enterobacter_pEC-IMP_StrB
255	0	0	218711075_Escherichia_pECOED_putative_ATP-binding_component_of_AB
255	0	0	218534606_Escherichia_pECOS88_putative_type_I_secretion_ATP_binding_protei
255	0	0	218561666_Escherichia_pEFER_Similar_to_TnpA_transposase
255	0	0	218561671_Escherichia_pEFER_Beta-lactamase_TEM_precursor_Penicillinase)
255	0	0	218561675_Escherichia_pEFER_Tetracycline_resistance_protein
255	0	0	218561682_Escherichia_pEFER_Streptomycin_3''-kinase_Streptomyci
255	0	0	218561684_Escherichia_pEFER_Streptomycin_3''-kinase
255	0	0	146284587_Enterobacter_pENTE01_hypothetical_protein
255	0	0	190410481_Pediococcus_pEOC01_putative_adenyltransferase
255	0	0	190410490_Pediococcus_pEOC01_putative_erythromycin_methylase_B_protein
255	0	0	190410492_Pediococcus_pEOC01_hypothetical_protein
200	200	200	27228702_Erwinia_pEP36_hypothetical_protein
200	200	200	156936635_Cronobacter_pESA3_hypothetical_protein
200	200	200	187736725_Exiguobacterium_pEspB_hypothetical_protein
200	200	200	45368554_Achromobacter_pEST4011_IncC2
255	0	0	189458523_Corynebacterium_pET44827_plasmid_partitioning_protein
255	0	0	17227220_Staphylococcus_pETB_hypothetical_protein
255	0	0	17227223_Staphylococcus_pETB_hypothetical_protein
255	0	0	157149499_Escherichia_pETEC_6_dihydropteroate_synthase
255	0	0	157149502_Escherichia_pETEC_6_streptomycin_resistance_protein
255	0	0	157149503_Escherichia_pETEC_6_streptomycin_resistance_protein
200	200	200	51492555_Aeromonas_pFBAOT6_dihydropteroate_synthase
200	200	200	51492556_Aeromonas_pFBAOT6_small_multidrug_resistance_protein
200	200	200	51492557_Aeromonas_pFBAOT6_aminoglycoside_resistance_protein
200	200	200	51492604_Aeromonas_pFBAOT6_tetracycline_resistance_protein
255	0	0	49176954_Escherichia_pFL129_TetA
255	0	0	49176955_Escherichia_pFL129_chloramphenicol_acetyltransferase
255	255	0	62184597_Streptomyces_pFP1_hypothetical_protein
255	0	0	166091539_Bacillus_pFR12.5_putative_ABC-type_bacteriocin_transporter_famil
255	0	0	10956206_Streptococcus_pGB354_chloramphenicol_acetyltransferase
255	0	0	10956213_Streptococcus_pGB3631_MSL_methylase
255	0	0	146322236_Lactococcus_pGdh442_oligopeptide_transporter_D
255	0	0	146322237_Lactococcus_pGdh442_oligopeptide_transporter_F
255	0	0	146322275_Lactococcus_pGdh442_ABC_transporter
255	0	0	161986659_Gluconacetobacter_pGDIPal5II_putative_partition_protein
34	139	34	218534663_Yersinia_pGDT4_two_component_heavy_metal_respons
255	255	0	17548229_Ralstonia_pGMI1000MP_C4-dicarboxylate_transport_sensor_kinas
255	255	0	17548230_Ralstonia_pGMI1000MP_response_regulator_of_the_C4-dicarboxylat
255	255	0	17548237_Ralstonia_pGMI1000MP_amino-acid_ATP-binding_ABC_transporter_protein
255	255	0	17548238_Ralstonia_pGMI1000MP_amino-acid_ATP-binding_ABC_transporter_protein
255	255	0	17548273_Ralstonia_pGMI1000MP_metabolite_transporter
255	255	0	17548286_Ralstonia_pGMI1000MP_formyltetrahydrofolate_deformylase
255	255	0	17548287_Ralstonia_pGMI1000MP_putative_glycine_betaine/L-proline_ATP-bindin
255	255	0	17548513_Ralstonia_pGMI1000MP_cyclolysin-type_secretion_composite_ATP-bindin
255	255	0	17548533_Ralstonia_pGMI1000MP_multidrug_efflux_system_transmembrane_protein
255	255	0	17548535_Ralstonia_pGMI1000MP_two_component_response_regulator_transcriptio
255	255	0	17548633_Ralstonia_pGMI1000MP_putative_fosmidomycin_resistance_antibioti
255	255	0	17548661_Ralstonia_pGMI1000MP_putative_multidrug_resistance_transmembran
255	255	0	17548700_Ralstonia_pGMI1000MP_ABC_transporter_ATP-binding_protein
255	255	0	17548710_Ralstonia_pGMI1000MP_response_regulator_for_cobalt_zinc_cadmiu
255	255	0	17548714_Ralstonia_pGMI1000MP_cation_efflux_system_transmembrane_protein
255	255	0	17548751_Ralstonia_pGMI1000MP_putative_cation_efflux_system_transmembran
255	255	0	17548875_Ralstonia_pGMI1000MP_two_component_sensor_histidine_kinas
255	255	0	17548876_Ralstonia_pGMI1000MP_two_component_response_regulator_transcriptio
255	255	0	17548891_Ralstonia_pGMI1000MP_transporter_lipoprotein_transmembrane
255	255	0	17548924_Ralstonia_pGMI1000MP_hypothetical_protein
255	255	0	17548927_Ralstonia_pGMI1000MP_amino-acid_composite_ATP-binding_transmembran
255	255	0	17548928_Ralstonia_pGMI1000MP_amino-acid_composite_ATP-binding_transmembran
255	255	0	17549039_Ralstonia_pGMI1000MP_drug_efflux_transmembrane_protein
255	255	0	17549055_Ralstonia_pGMI1000MP_hexuronate_transporter_transmembrane_protein
255	255	0	17549138_Ralstonia_pGMI1000MP_two_component_response_regulator_transcriptio
255	255	0	17549149_Ralstonia_pGMI1000MP_cation_efflux_system_transmembrane_protein
255	255	0	17549153_Ralstonia_pGMI1000MP_amino-acid_ATP-binding_ABC_transporter_protein
255	255	0	17549201_Ralstonia_pGMI1000MP_nitrate/nitrite_response_regulator_transcriptio
255	255	0	17549215_Ralstonia_pGMI1000MP_excinuclease_ABC_subunit_A
255	255	0	17549233_Ralstonia_pGMI1000MP_putative_acyl_transferase_protein
255	255	0	17549261_Ralstonia_pGMI1000MP_putative_cation_efflux_system_transmembran
255	255	0	17549263_Ralstonia_pGMI1000MP_two-component_response_regulator_transcriptio
255	255	0	17549264_Ralstonia_pGMI1000MP_two-component_sensor_histidine_kinas
255	255	0	17549333_Ralstonia_pGMI1000MP_transmembrane_multidrug_efflux_syste
255	255	0	17549334_Ralstonia_pGMI1000MP_transmembrane_multidrug-efflux_syste
255	255	0	17549335_Ralstonia_pGMI1000MP_putative_outer-membrane_drug_efflux_protein
255	255	0	17549366_Ralstonia_pGMI1000MP_ABC_transporter_ATP-binding_protein
